listing_id,tower_number,unit_category,unit_number,floor_area_sqft,listing_status,client_id,price,month,price_per_sqft,is_sold,segment_id,segment_name,segment_label,country,region,client_type,acquisition_purpose,loan_applied
10005,1,Apartment,1,748.06,Sold,C0396,222435.93,2024-01-01,297.35038633264713,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
10012,1,Apartment,2,715.67,Sold,C1809,199315.51,2024-01-01,278.50197716824795,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,New York,Individual,Personal Use,Yes
10021,1,Apartment,3,788.73,Sold,C1508,285972.38,2024-01-01,362.57322531157683,True,S3,International Buyers,S3 - International Buyers,UK,Scotland,Individual,Personal Use,No
10032,1,Apartment,4,633.61,Sold,C1572,179987.43,2024-01-01,284.06658670159874,True,S3,International Buyers,S3 - International Buyers,Australia,Queensland,Individual,Personal Use,No
10035,1,Apartment,4,633.61,Available,,166623.12,2024-01-01,262.97425861334256,False,,,,,,,,
10052,1,Apartment,6,740.75,Available,,233361.41,2024-01-01,315.03396557543033,False,,,,,,,,
10105,1,Office,13,719.47,Sold,C0628,211336.04,2024-01-01,293.73850195282637,True,S3,International Buyers,S3 - International Buyers,Canada,British Columbia,Individual,Personal Use,Yes
10108,1,Apartment,14,1181.69,Sold,C0674,347613.48,2024-01-01,294.16638881601773,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
10155,1,Apartment,20,1146.24,Sold,C0909,336600.53,2024-01-01,293.65624127582356,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
10168,1,Apartment,21,1957.16,Sold,C0732,487767.54,2024-01-01,249.22210754358355,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
10179,1,Office,22,740.83,Sold,C1956,232423.05,2024-01-01,313.73331263582736,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Oregon,Individual,Personal Use,No
10184,1,Apartment,23,1201.5,Sold,C0760,322459.21,2024-01-01,268.380532667499,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
10186,1,Office,23,1201.5,Available,,399122.68,2024-01-01,332.1869995838535,False,,,,,,,,
10199,1,Apartment,24,1146.11,Sold,C0661,328475.64,2024-01-01,286.60044847353225,True,S3,International Buyers,S3 - International Buyers,Canada,Manitoba,Individual,Personal Use,No
10208,1,Office,24,1146.11,Sold,C1813,347062.19,2024-01-01,302.8175218783538,True,S3,International Buyers,S3 - International Buyers,Germany,Hamburg,Individual,Investment,Yes
10220,1,Apartment,25,1154.92,Sold,C0431,372242.47,2024-01-01,322.31017732829974,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
10222,1,Apartment,25,1154.92,Sold,C0054,384462.57,2024-01-01,332.89108336508156,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Corporate,Investment,No
10264,1,Apartment,29,757.2,Sold,C1363,237620.45,2024-01-01,313.81464606444797,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Georgia,Individual,Personal Use,Yes
10284,1,Apartment,30,753.29,Available,,261991.1,2024-01-01,347.7958024134132,False,,,,,,,,
10297,1,Apartment,31,619.78,Sold,C1547,231461.08,2024-01-01,373.45683952370194,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Florida,Individual,Personal Use,Yes
10333,1,Apartment,35,1168.59,Sold,C0442,339117.71,2024-01-01,290.1939174560796,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Colorado,Individual,Personal Use,Yes
10335,1,Apartment,36,613.59,Available,,165522.54,2024-01-01,269.7608174839877,False,,,,,,,,
20016,2,Apartment,2,788.72,Sold,C1969,251478.61,2024-01-01,318.84396236940864,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,Yes
20040,2,Apartment,4,1281.85,Available,,392174.2,2024-01-01,305.9439091937434,False,,,,,,,,
20061,2,Apartment,8,715.54,Sold,C0429,188979.3,2024-01-01,264.1072476730861,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
20064,2,Apartment,8,715.54,Sold,C1841,212960.69,2024-01-01,297.62234116890744,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,New York,Individual,Personal Use,No
20067,2,Apartment,8,715.54,Sold,C0116,184000.39,2024-01-01,257.14899236939937,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
20076,2,Apartment,9,584.19,Sold,C1634,194033.05,2024-01-01,332.1403139389582,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Georgia,Individual,Investment,No
20079,2,Apartment,9,584.19,Sold,C1632,184956.85,2024-01-01,316.6039302281792,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
20086,2,Office,10,788.79,Available,,274454.31,2024-01-01,347.94344502339027,False,,,,,,,,
20087,2,Office,10,788.79,Sold,C1189,227511.01,2024-01-01,288.43039338734013,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Florida,Individual,Personal Use,Yes
20100,2,Apartment,11,1625.05,Sold,C0962,523288.27,2024-01-01,322.01364265714903,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
20102,2,Apartment,11,1625.05,Sold,C0040,507842.87,2024-01-01,312.5090735669672,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Nevada,Individual,Personal Use,No
20143,2,Apartment,17,1397.4,Sold,C0102,418864.27,2024-01-01,299.7454343781308,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
20174,2,Apartment,20,727.55,Sold,C1168,223964.08,2024-01-01,307.83324857398117,True,S3,International Buyers,S3 - International Buyers,Germany,Hamburg,Individual,Personal Use,Yes
20225,2,Apartment,25,943.48,Sold,C1924,313123.78,2024-01-01,331.8817357018697,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
20231,2,Apartment,26,1577.79,Sold,C1908,465488.76,2024-01-01,295.0258019128021,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
20232,2,Apartment,26,1577.79,Sold,C0502,483760.31,2024-01-01,306.60627206408964,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
20234,2,Apartment,26,1577.79,Sold,C1860,496217.67,2024-01-01,314.50172076131804,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Corporate,Personal Use,Yes
20250,2,Apartment,28,650.67,Sold,C0533,201554.99,2024-01-01,309.7653034564372,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,No
20256,2,Apartment,29,1107.33,Sold,C0791,362974.97,2024-01-01,327.7929524170753,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Texas,Individual,Personal Use,No
20282,2,Apartment,33,931.4,Sold,C0738,340373.72,2024-01-01,365.44311788705176,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Texas,Individual,Personal Use,No
20286,2,Apartment,33,931.4,Sold,C0173,344306.6,2024-01-01,369.6656645909384,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Arizona,Individual,Personal Use,Yes
20367,2,Apartment,43,1118.94,Available,,337252.59,2024-01-01,301.40364094589523,False,,,,,,,,
20368,2,Apartment,43,1118.94,Sold,C1310,311723.42,2024-01-01,278.5881459238207,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,New York,Individual,Personal Use,No
20384,2,Apartment,46,697.74,Sold,C1996,191398.42,2024-01-01,274.31195001003243,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
20392,2,Apartment,46,697.74,Available,,221686.72,2024-01-01,317.72109954997563,False,,,,,,,,
20421,2,Apartment,47,708.32,Sold,C1839,199377.29,2024-01-01,281.4791196069573,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
20428,2,Apartment,49,1617.9,Sold,C0427,485657.59,2024-01-01,300.1777551146548,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
20433,2,Office,50,1604.8,Available,,535383.27,2024-01-01,333.6137026420738,False,,,,,,,,
20484,2,Apartment,56,722.22,Sold,C0046,197039.82,2024-01-01,272.8252056160173,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
30016,3,Apartment,1,689.75,Sold,C0374,231937.37,2024-01-01,336.26295034432763,True,S3,International Buyers,S3 - International Buyers,Australia,New South Wales,Individual,Investment,Yes
30057,3,Apartment,6,668.89,Sold,C0570,203633.01,2024-01-01,304.43422685344376,True,S3,International Buyers,S3 - International Buyers,France,Occitanie,Individual,Personal Use,Yes
30066,3,Apartment,7,744.01,Available,,163682.2,2024-01-01,220.00000000000003,False,,,,,,,,
30088,3,Apartment,9,1125.84,Sold,C1977,314372.82,2024-01-01,279.23401193775317,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Virginia,Individual,Personal Use,No
30091,3,Apartment,9,1125.84,Sold,C0182,361782.84,2024-01-01,321.3448092091239,True,S3,International Buyers,S3 - International Buyers,Germany,North Rhine-Westphalia,Individual,Investment,Yes
30119,3,Apartment,10,784.09,Sold,C1570,245282.25,2024-01-01,312.8241018250456,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Ohio,Individual,Personal Use,No
30190,3,Apartment,20,802.97,Sold,C0532,227392.48,2024-01-01,283.1892598727225,True,S3,International Buyers,S3 - International Buyers,Belgium,Flanders,Individual,Personal Use,No
30203,3,Apartment,21,1122.15,Sold,C1932,375891.04,2024-01-01,334.97396961190566,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
30214,3,Apartment,24,776.04,Sold,C0866,237580.39,2024-01-01,306.14451574661103,True,S3,International Buyers,S3 - International Buyers,Belgium,Brussels,Individual,Personal Use,No
30223,3,Apartment,25,765.56,Sold,C1802,208271.84,2024-01-01,272.0516223418152,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,No
30238,3,Apartment,27,1117.14,Sold,C0006,331813.63,2024-01-01,297.02063304509727,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
30257,3,Apartment,28,679.93,Available,,199964.39,2024-01-01,294.0955539540835,False,,,,,,,,
30298,3,Apartment,36,733.45,Available,,255632.56,2024-01-01,348.53440588997205,False,,,,,,,,
30344,3,Office,42,1343.96,Sold,C1567,384762.61,2024-01-01,286.2902244114408,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Georgia,Individual,Personal Use,No
30382,3,Apartment,47,691.09,Sold,C0529,194477.8,2024-01-01,281.4073420249171,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
30388,3,Apartment,47,691.09,Sold,C1639,223528.63,2024-01-01,323.4435891128507,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Colorado,Individual,Personal Use,No
30415,3,Apartment,49,1174.48,Sold,C0778,337065.29,2024-01-01,286.99108541652475,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
30427,3,Apartment,49,1174.48,Sold,C1001,376083.68,2024-01-01,320.21292827464066,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
30439,3,Apartment,51,693.85,Sold,C1698,221020.03,2024-01-01,318.54151473661454,True,S3,International Buyers,S3 - International Buyers,UK,Northern Ireland,Individual,Personal Use,Yes
30471,3,Apartment,56,1179.42,Sold,C1312,375142.73,2024-01-01,318.0739092096115,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,New York,Individual,Personal Use,No
30474,3,Apartment,56,1179.42,Sold,C0437,353361.5,2024-01-01,299.60616235098604,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Texas,Individual,Personal Use,No
30488,3,Office,57,1607.94,Sold,C1012,532909.35,2024-01-01,331.4236538676816,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,New York,Individual,Personal Use,Yes
30505,3,Apartment,58,1588.14,Sold,C1652,442306.09,2024-01-01,278.50572997342806,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
30506,3,Apartment,58,1588.14,Sold,C1788,495478.74,2024-01-01,311.9868147644414,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
30508,3,Apartment,59,1353.02,Sold,C1379,353529.48,2024-01-01,261.2891753263071,True,S3,International Buyers,S3 - International Buyers,UK,Scotland,Individual,Personal Use,No
30511,3,Apartment,59,1353.02,Sold,C1262,443089.55,2024-01-01,327.4818923593147,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
40008,4,Apartment,1,1615.98,Sold,C1267,470821.82,2024-01-01,291.35374200175744,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Colorado,Individual,Personal Use,Yes
40030,4,Apartment,3,1630.82,Sold,C0699,495465.48,2024-01-01,303.81371334665994,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Washington,Individual,Personal Use,Yes
40052,4,Apartment,5,786.98,Sold,C0391,242144.72,2024-01-01,307.68853083941144,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
40092,4,Office,12,789.38,Sold,C1972,253171.59,2024-01-01,320.7220730193316,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
40102,4,Apartment,13,809.06,Sold,C0979,241164.92,2024-01-01,298.0803895879169,True,S3,International Buyers,S3 - International Buyers,Canada,Quebec,Individual,Investment,No
40126,4,Apartment,15,760.39,Sold,C1314,202489.6,2024-01-01,266.2970317863202,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
40142,4,Apartment,17,780.68,Available,,242054.22,2024-01-01,310.05561817902344,False,,,,,,,,
40154,4,Apartment,18,1294.91,Sold,C0195,330997.32,2024-01-01,255.61415079040242,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
40173,4,Office,21,801.66,Sold,C0912,256392.52,2024-01-01,319.82700895641545,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
40186,4,Apartment,23,1110.99,Sold,C1488,363974.2,2024-01-01,327.612489761384,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Florida,Individual,Investment,No
40255,4,Apartment,30,1307.35,Sold,C1304,399943.02,2024-01-01,305.91885876008723,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
40286,4,Apartment,33,734.73,Sold,C1064,207033.36,2024-01-01,281.78155240700664,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
40347,4,Apartment,41,779.87,Available,,198773.78,2024-01-01,254.88065959711233,False,,,,,,,,
40376,4,Apartment,45,1160.48,Sold,C0490,373889.7,2024-01-01,322.18538880463257,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
40408,4,Office,46,800.23,Sold,C1127,248776.66,2024-01-01,310.88144658410704,True,S3,International Buyers,S3 - International Buyers,UK,England,Individual,Investment,No
40410,4,Apartment,47,805.88,Sold,C0036,216571.38,2024-01-01,268.7389933985209,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
40437,4,Apartment,51,802.11,Sold,C0552,217380.34,2024-01-01,271.0106344516338,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Virginia,Individual,Investment,No
40439,4,Office,51,802.11,Available,,232641.21,2024-01-01,290.0365411227886,False,,,,,,,,
50017,5,Apartment,4,799.1,Sold,C1746,259367.12,2024-01-01,324.5740458015267,True,S3,International Buyers,S3 - International Buyers,Belgium,Flanders,Individual,Personal Use,No
50023,5,Apartment,4,799.1,Sold,C0454,266288.33,2024-01-01,333.23530221499186,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Corporate,Investment,No
50028,5,Apartment,6,775.85,Available,,208908.94,2024-01-01,269.2646001160018,False,,,,,,,,
50064,5,Apartment,9,793.56,Available,,227070.24,2024-01-01,286.14123695750794,False,,,,,,,,
50076,5,Apartment,10,629.27,Sold,C1749,194958.35,2024-01-01,309.81669235781146,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
50114,5,Apartment,14,624.96,Sold,C1677,211361.79,2024-01-01,338.2005088325653,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Texas,Individual,Personal Use,Yes
50154,5,Apartment,20,804.84,Available,,231233.66,2024-01-01,287.3038864867551,False,,,,,,,,
50173,5,Apartment,23,1006.65,Sold,C0642,269137.96,2024-01-01,267.36001589430293,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
50203,5,Apartment,27,1278.6,Sold,C1862,366303.84,2024-01-01,286.4882214922572,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
50204,5,Apartment,27,1278.6,Sold,C0250,396653.03,2024-01-01,310.2244877209448,True,S3,International Buyers,S3 - International Buyers,UK,England,Individual,Personal Use,No
50219,5,Apartment,29,786.28,Available,,246088.4,2024-01-01,312.9780739685608,False,,,,,,,,
50247,5,Apartment,32,1051.39,Sold,C1967,340611.95,2024-01-01,323.9634674098098,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Oregon,Individual,Investment,No
50249,5,Apartment,33,1787.13,Sold,C1588,503642.95,2024-01-01,281.816627777498,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Utah,Individual,Investment,No
50250,5,Apartment,33,1787.13,Sold,C0227,499753.6,2024-01-01,279.64031715655824,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Arizona,Individual,Personal Use,Yes
50272,5,Apartment,36,627.56,Available,,184648.29,2024-01-01,294.2320893619734,False,,,,,,,,
50293,5,Apartment,39,591.14,Available,,165812.56,2024-01-01,280.49626146090606,False,,,,,,,,
50314,5,Apartment,41,630.83,Sold,C0999,168855.2,2024-01-01,267.6714804305439,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
50330,5,Apartment,42,791.2,Sold,C0290,212618.56,2024-01-01,268.7292214357937,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
50357,5,Apartment,44,806.03,Available,,237203.75,2024-01-01,294.28650298375993,False,,,,,,,,
50358,5,Apartment,44,806.03,Sold,C0919,261814.63,2024-01-01,324.8199570735581,True,S3,International Buyers,S3 - International Buyers,Canada,Quebec,Individual,Investment,No
50370,5,Apartment,45,608.89,Sold,C0780,192992.54,2024-01-01,316.9579727044294,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
60019,6,Office,1,1720.95,Available,,580829.46,2024-01-01,337.5051337923821,False,,,,,,,,
60028,6,Apartment,3,605.21,Sold,C1928,185007.22,2024-01-01,305.69095024867397,True,S3,International Buyers,S3 - International Buyers,Australia,New South Wales,Individual,Personal Use,Yes
60039,6,Apartment,4,1925.28,Sold,C1274,514067.14,2024-01-01,267.00902725837284,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,Yes
60054,6,Apartment,5,1617.43,Sold,C0613,447068.49,2024-01-01,276.4067007536647,True,S3,International Buyers,S3 - International Buyers,Australia,Victoria,Individual,Personal Use,No
60058,6,Apartment,5,1617.43,Available,,466754.91,2024-01-01,288.57812084603347,False,,,,,,,,
60080,6,Apartment,7,1075.42,Available,,342584.5,2024-01-01,318.55879563333394,False,,,,,,,,
60088,6,Apartment,7,1075.42,Sold,C1975,315829.36,2024-01-01,293.6800133901173,True,S3,International Buyers,S3 - International Buyers,Belgium,Wallonia,Individual,Personal Use,No
60131,6,Apartment,10,942.08,Sold,C1695,255614.83,2024-01-01,271.3302798063858,True,S3,International Buyers,S3 - International Buyers,Belgium,Flanders,Individual,Personal Use,No
60141,6,Apartment,12,1678.17,Sold,C1710,455861.82,2024-01-01,271.64221741539893,True,S3,International Buyers,S3 - International Buyers,Canada,Alberta,Individual,Investment,Yes
60164,6,Apartment,14,1890.0,Sold,C1470,494576.31,2024-01-01,261.6805873015873,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Colorado,Individual,Investment,Yes
60174,6,Apartment,15,1392.45,Sold,C0715,407106.37,2024-01-01,292.36695752091634,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Utah,Individual,Personal Use,No
60204,6,Apartment,19,1542.71,Sold,C0159,451237.67,2024-01-01,292.49675570910927,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
60243,6,Apartment,24,1159.75,Sold,C1452,343592.86,2024-01-01,296.2645915067902,True,S3,International Buyers,S3 - International Buyers,Belgium,Wallonia,Individual,Personal Use,No
60288,6,Apartment,32,793.11,Sold,C1381,276441.24,2024-01-01,348.5534667322313,True,S3,International Buyers,S3 - International Buyers,Germany,Hesse,Individual,Personal Use,Yes
60416,6,Apartment,50,1579.99,Available,,530260.93,2024-01-01,335.61030766017507,False,,,,,,,,
60469,6,Apartment,55,562.37,Available,,166043.13,2024-01-01,295.2560236143464,False,,,,,,,,
70003,7,Apartment,1,759.04,Sold,C1572,227804.43,2024-01-01,300.1217722386172,True,S3,International Buyers,S3 - International Buyers,Australia,Queensland,Individual,Personal Use,No
70062,7,Apartment,10,1495.37,Sold,C1616,432295.29,2024-01-01,289.08918194159304,True,S3,International Buyers,S3 - International Buyers,UK,Wales,Individual,Investment,Yes
70079,7,Apartment,12,804.65,Available,,250417.22,2024-01-01,311.2126017523147,False,,,,,,,,
70104,7,Apartment,14,714.65,Sold,C0282,214564.09,2024-01-01,300.23660533128105,True,S2,Domestic Investors,S2 - Domestic Investors,USA,California,Individual,Investment,No
70138,7,Apartment,16,1239.87,Sold,C0501,421526.61,2024-01-01,339.97645720922355,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Nevada,Individual,Investment,Yes
70157,7,Apartment,19,751.07,Sold,C0200,223691.45,2024-01-01,297.83036201685593,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
70217,7,Apartment,24,852.99,Sold,C1459,260906.28,2024-01-01,305.8726128090599,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,Arizona,Individual,Personal Use,No
70229,7,Apartment,25,573.8,Sold,C0294,163464.75,2024-01-01,284.881056117114,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,Nevada,Individual,Personal Use,Yes
70231,7,Apartment,25,573.8,Available,,159778.3,2024-01-01,278.45643081212967,False,,,,,,,,
70241,7,Apartment,27,768.05,Available,,238610.14,2024-01-01,310.6700605429334,False,,,,,,,,
70249,7,Office,28,694.55,Sold,C0950,222809.93,2024-01-01,320.7975379742279,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Texas,Individual,Investment,No
70277,7,Apartment,32,1910.67,Sold,C1122,625903.82,2024-01-01,327.58342361579963,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
70361,7,Apartment,42,702.08,Sold,C0179,190215.58,2024-01-01,270.9314892889699,True,S2,Domestic Investors,S2 - Domestic Investors,USA,Oregon,Individual,Investment,No
70364,7,Apartment,42,702.08,Available,,230011.45,2024-01-01,327.61430321330903,False,,,,,,,,
70498,7,Apartment,58,1629.83,Sold,C0962,450994.89,2024-01-01,276.7128412165686,True,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,USA,California,Individual,Personal Use,No
80028,8,Apartment,4,1934.75,Sold,C0580,592274.66,2024-01-01,306.12464659516735,True,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,USA,California,Individual,Personal Use,Yes
