client_id,client_type,gender,country,region,acquisition_purpose,satisfaction_score,loan_applied,referral_channel,age,age_band,n_units,total_spend,avg_price,avg_ppsf,avg_area,share_office,n_towers,first_purchase,last_purchase,active_months,region_group,is_usa,portfolio_buyer,investment_flag,loan_flag,segment_id,segment_name,segment_label,ward_segment_id,ward_agrees,silhouette,pc1,pc2,client_type_code,acquisition_purpose_code,loan_applied_code,referral_channel_code,country_code,region_code,gender_code,lat,lon,iso3
C0013,Individual,Male,USA,California,Personal Use,1,Yes,Website,63.39219712525667,55-64,5,2142750.89,428550.178,301.97365713513284,1407.376,0.0,4,2024-09-01,2025-10-01,13.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.26388820369630606,-0.695863293816158,-0.025504505446117154,1,1,1,2,9,8,1,36.78,-119.42,USA
C0014,Corporate,Male,USA,California,Personal Use,3,Yes,Website,45.4757015742642,45-54,4,1548140.0699999998,387035.01749999996,301.30993275732385,1280.5425,0.0,4,2024-10-01,2025-08-01,10.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S1,0,0.18044590319918136,-0.7241360867664306,-0.0334485551245568,0,1,1,2,9,8,1,36.78,-119.42,USA
C0015,Individual,Female,USA,California,Personal Use,5,No,Client,84.3668720054757,65+,5,1585907.37,317181.47400000005,303.1325098373545,1030.764,0.0,4,2024-07-01,2025-06-01,11.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.19830520900963014,0.6620451214432441,-0.4952033756517739,1,1,0,1,9,8,0,36.78,-119.42,USA
C0016,Individual,Female,USA,California,Investment,5,No,Website,86.32717316906229,65+,4,1010217.73,252554.4325,300.3778723095888,842.145,0.0,4,2024-03-01,2025-10-01,19.0,California,1,0,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.14242555067023016,0.39751054354552345,-0.010802313412398123,1,0,0,2,9,8,0,36.78,-119.42,USA
C0017,Individual,Male,USA,Arizona,Personal Use,3,No,Client,48.97741273100616,45-54,5,1778693.75,355738.75,299.2817021286784,1195.8139999999999,0.2,4,2024-02-01,2025-02-01,12.0,Arizona,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.18164532682855392,0.6010431937098204,-0.21805916220758476,1,1,0,1,9,1,1,34.05,-111.09,USA
C0018,Individual,Male,USA,California,Personal Use,2,Yes,Agency,58.89664613278576,55-64,4,1061478.67,265369.6675,291.28189258355934,913.8325,0.0,4,2024-03-01,2025-04-01,13.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.2520786302975821,-0.7149706138954568,-1.0386359599995503,1,1,1,0,9,8,1,36.78,-119.42,USA
C0019,Individual,Male,USA,California,Personal Use,5,Yes,Client,68.30937713894593,65+,4,1773474.26,443368.565,312.4888439477021,1402.0425,0.5,4,2024-02-01,2025-11-01,21.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S1,0,0.19961796411696967,-0.7172433657767914,-0.5812085074664917,1,1,1,1,9,8,1,36.78,-119.42,USA
C0020,Individual,Female,USA,California,Personal Use,5,No,Website,58.20670773442848,55-64,4,1508032.25,377008.0625,286.06024372846275,1307.08,0.0,4,2024-05-01,2025-08-01,15.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.27947474453869586,0.6763588899698258,0.06412131948342026,1,1,0,2,9,8,0,36.78,-119.42,USA
C0021,Individual,Male,USA,Oregon,Investment,3,No,Website,87.56194387405887,65+,6,1928172.72,321362.12,310.2368361355155,1028.86,0.0,5,2024-04-01,2025-06-01,14.0,Oregon,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.12708744271478487,0.3287125560976614,0.2582863662054107,1,0,0,2,9,37,1,43.8,-120.55,USA
C0022,Individual,Male,Germany,Berlin,Investment,5,No,Agency,59.29637234770705,55-64,4,1372403.2,343100.8,275.0762597580429,1247.4850000000001,0.0,4,2025-04-01,2025-10-01,6.0,International,0,0,1,0,S3,International Buyers,S3 - International Buyers,S3,1,0.06914068464731134,0.16878882059467487,0.17619470192391423,1,0,0,0,5,4,1,52.52,13.4,DEU
C0023,Individual,Male,USA,California,Personal Use,3,Yes,Website,67.06913073237509,65+,5,1457871.69,291574.338,304.79852506678174,948.3880000000001,0.0,5,2024-01-01,2025-09-01,20.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.2860860997945657,-0.6957677674698497,-0.025578221501097786,1,1,1,2,9,8,1,36.78,-119.42,USA
C0024,Individual,Male,USA,California,Investment,4,No,Website,62.15468856947297,55-64,6,1884156.9000000001,314026.15,294.8022223615109,1053.735,0.0,5,2024-02-01,2025-09-01,19.0,California,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.15737669394410933,0.39283039290582505,-0.01098903410377372,1,0,0,2,9,8,1,36.78,-119.42,USA
C0025,Individual,Male,USA,Nevada,Personal Use,2,Yes,Website,88.94455852156058,65+,5,1694448.83,338889.766,301.3231590304242,1120.576,0.0,5,2024-01-01,2025-04-01,15.0,Nevada,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.2179665104593999,-0.7541382732997705,0.23797757390519614,1,1,1,2,9,25,1,38.8,-116.42,USA
C0026,Individual,Male,USA,California,Investment,5,No,Website,63.27173169062286,55-64,10,2932241.75,293224.175,299.4336686170726,1002.383,0.1,7,2024-03-01,2025-09-01,18.0,California,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.13239258350594735,0.39343572650789665,-0.013262143146698824,1,0,0,2,9,8,1,36.78,-119.42,USA
C0027,Individual,Male,USA,California,Personal Use,5,Yes,Website,57.31143052703628,55-64,5,1517969.44,303593.888,286.1007546565657,1070.234,0.4,4,2024-01-01,2025-03-01,14.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.25991929296514726,-0.6991842383935258,-0.025395045821756113,1,1,1,2,9,8,1,36.78,-119.42,USA
C0028,Individual,Female,USA,California,Personal Use,3,No,Client,67.71252566735113,65+,5,1791082.79,358216.558,287.18845760262764,1266.366,0.2,5,2024-09-01,2024-12-01,3.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2140790975812823,0.6580511906148028,-0.4954455360280073,1,1,0,1,9,8,0,36.78,-119.42,USA
C0029,Individual,Female,USA,Colorado,Personal Use,4,Yes,Agency,49.84531143052703,45-54,4,1247795.31,311948.8275,312.3370151079838,993.05,0.25,3,2024-07-01,2025-09-01,14.0,Colorado,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.21179196884878906,-0.7770414298769409,-0.7776979715780259,1,1,1,0,9,11,0,39.55,-105.78,USA
C0030,Individual,Female,USA,Nevada,Personal Use,3,No,Website,73.53319644079397,65+,4,1547311.29,386827.8225,301.15138496976226,1279.3725,0.0,4,2024-04-01,2025-10-01,18.0,Nevada,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.22814382476593778,0.6163854430762745,0.3274529854542798,1,1,0,2,9,25,0,38.8,-116.42,USA
C0031,Individual,Male,USA,Nevada,Personal Use,4,Yes,Website,48.016427104722794,45-54,5,1077148.21,215429.642,316.7550430148504,677.3399999999999,0.2,5,2024-02-01,2025-12-01,22.0,Nevada,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.21920867331614402,-0.7651639377083201,0.23998555928097665,1,1,1,2,9,25,1,38.8,-116.42,USA
C0032,Individual,Male,USA,California,Personal Use,4,No,Website,59.389459274469544,55-64,5,1888995.1600000001,377799.032,297.27578497808724,1282.528,0.2,5,2024-01-01,2025-05-01,16.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2912560624840395,0.676647759103475,0.06199221011356637,1,1,0,2,9,8,1,36.78,-119.42,USA
C0033,Individual,Female,USA,California,Personal Use,3,Yes,Website,57.379876796714576,55-64,4,1404998.67,351249.6675,282.3664604545738,1250.4325,0.25,4,2024-04-01,2025-07-01,15.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.29404415719087085,-0.6987228927602063,-0.024532194307543276,1,1,1,2,9,8,0,36.78,-119.42,USA
C0034,Individual,Female,Belgium,Brussels,Personal Use,2,No,Agency,56.16974674880219,55-64,5,1632608.66,326521.73199999996,285.1147228727872,1160.556,0.0,4,2024-06-01,2025-07-01,13.0,International,0,1,0,0,S3,International Buyers,S3 - International Buyers,S3,1,0.08056462252854177,0.4700675324994798,0.2305000129191231,1,1,0,0,1,7,0,50.85,4.35,BEL
C0035,Individual,Male,Mexico,Mexico City,Personal Use,3,No,Agency,60.63791923340178,55-64,5,1987876.4,397575.27999999997,278.7295525133892,1445.752,0.0,5,2024-09-01,2025-09-01,12.0,International,0,1,0,0,S3,International Buyers,S3 - International Buyers,S3,1,0.07749428595247985,0.45912013218629105,0.22339818580951798,1,1,0,0,6,23,1,19.43,-99.13,MEX
C0036,Individual,Male,USA,California,Personal Use,4,No,Website,52.33127994524298,45-54,4,1173683.53,293420.8825,301.30234093415066,963.325,0.0,4,2024-01-01,2025-06-01,17.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.29292365717480895,0.6747411089302799,0.06362872362268956,1,1,0,2,9,8,1,36.78,-119.42,USA
C0037,Individual,Female,USA,California,Personal Use,5,Yes,Website,63.945242984257355,55-64,5,1607228.75,321445.75,313.6317891215475,1018.368,0.0,4,2024-07-01,2025-10-01,15.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.2651428133711649,-0.6966154025046921,-0.024350106158056217,1,1,1,2,9,8,0,36.78,-119.42,USA
C0038,Individual,Female,USA,California,Investment,4,No,Client,51.017111567419576,45-54,4,1175129.27,293782.3175,272.8702422858949,1105.1225,0.25,4,2024-01-01,2024-06-01,5.0,California,1,0,1,0,S2,Domestic Investors,S2 - Domestic Investors,S1,0,0.1316101808735392,0.3682853518281414,-0.5659068470039026,1,0,0,1,9,8,0,36.78,-119.42,USA
C0039,Individual,Female,Russia,Krasnodar Krai,Personal Use,1,No,Agency,58.55167693360712,55-64,4,1858527.54,464631.885,338.65862610327133,1365.68,0.25,4,2024-02-01,2024-12-01,10.0,International,0,0,0,0,S3,International Buyers,S3 - International Buyers,S3,1,0.0733140502263695,0.4645946654592375,0.22445174682911362,1,1,0,0,7,21,0,45.04,38.98,RUS
C0040,Individual,Male,USA,Nevada,Personal Use,5,No,Website,50.77891854893908,45-54,6,1854608.29,309101.38166666665,291.4677238378165,1047.8,0.0,5,2024-01-01,2024-12-01,11.0,Nevada,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.21452821808727454,0.6110654339637587,0.327662908421018,1,1,0,2,9,25,1,38.8,-116.42,USA
C0041,Individual,Male,USA,Arizona,Personal Use,1,Yes,Website,58.718685831622174,55-64,5,1374460.79,274892.158,318.85709837389675,872.838,0.4,4,2024-04-01,2025-10-01,18.0,Arizona,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.21051179161449143,-0.7510627931517189,0.2488183541661773,1,1,1,2,9,1,1,34.05,-111.09,USA
C0042,Individual,Female,USA,Utah,Personal Use,1,Yes,Website,50.38740588637919,45-54,4,1101390.25,275347.5625,302.8701353206072,913.8425,0.25,4,2024-11-01,2025-08-01,9.0,Utah,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.21436348605318908,-0.7520567055875305,0.25216801739700184,1,1,1,2,9,48,0,39.32,-111.09,USA
C0043,Individual,Male,USA,Nevada,Investment,3,Yes,Website,60.7419575633128,55-64,4,1126492.46,281623.115,281.3298261097273,983.505,0.0,4,2024-03-01,2025-10-01,19.0,Nevada,1,0,1,1,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.0858079388847785,-1.0464974625866463,0.16845676107595758,1,0,1,2,9,25,1,38.8,-116.42,USA
C0044,Individual,Female,USA,Arizona,Personal Use,3,No,Website,94.88021902806297,65+,4,1330493.26,332623.315,304.7615369287913,1106.8675,0.0,4,2024-02-01,2025-11-01,21.0,Arizona,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2151191520216962,0.6325574364749726,0.33685578849660214,1,1,0,2,9,1,0,34.05,-111.09,USA
C0045,Individual,Male,USA,Colorado,Investment,2,No,Agency,57.21834360027378,55-64,5,1463432.3599999999,292686.47199999995,314.6119778517108,913.774,0.0,4,2024-03-01,2025-09-01,18.0,Colorado,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.13220508708788878,0.3152774152826356,-0.7647431721313163,1,0,0,0,9,11,1,39.55,-105.78,USA
C0046,Individual,Female,USA,California,Personal Use,5,No,Client,61.267624914442166,55-64,8,2026517.4,253314.675,297.1196599473188,857.8050000000001,0.0,7,2024-01-01,2025-10-01,21.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.19221867967196235,0.6569845081332326,-0.4960968087529711,1,1,0,1,9,8,0,36.78,-119.42,USA
C0047,Individual,Male,USA,Colorado,Personal Use,2,No,Agency,55.419575633128,55-64,5,1438239.28,287647.856,298.32744523144754,953.568,0.0,5,2024-07-01,2025-10-01,15.0,Colorado,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.1986381212747891,0.5997834346926931,-0.6922704631469443,1,1,0,0,9,11,1,39.55,-105.78,USA
C0048,Individual,Male,USA,California,Personal Use,3,Yes,Agency,68.78302532511978,65+,4,1338718.0,334679.5,323.2713053028784,1026.3200000000002,0.0,4,2024-07-01,2025-05-01,10.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.25674075255128426,-0.7124282902345221,-1.0384363794354385,1,1,1,0,9,8,1,36.78,-119.42,USA
C0049,Individual,Female,USA,California,Personal Use,1,No,Website,54.365503080082135,45-54,4,1390091.2,347522.8,290.3509384197303,1204.3675,0.0,4,2024-01-01,2025-08-01,19.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.27195731984096655,0.6758211085203427,0.06252137709184347,1,1,0,2,9,8,0,36.78,-119.42,USA
C0050,Individual,Male,USA,California,Personal Use,5,No,Website,85.82340862422998,65+,9,2744452.35,304939.15,304.22017127585246,993.5088888888889,0.1111111111111111,7,2024-03-01,2025-04-01,13.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.23612513192250492,0.6836016154529883,0.058141797598341594,1,1,0,2,9,8,1,36.78,-119.42,USA
C0051,Individual,Female,USA,Colorado,Personal Use,3,No,Agency,84.82956878850102,65+,4,1270440.42,317610.105,311.66896833269914,1039.56,0.0,4,2024-05-01,2025-03-01,10.0,Colorado,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.19815442376445458,0.6064238850035746,-0.692628744579525,1,1,0,0,9,11,0,39.55,-105.78,USA
C0052,Individual,Female,USA,Oregon,Investment,2,No,Client,58.90759753593429,55-64,4,1474211.53,368552.8825,313.93085115429466,1187.925,0.0,3,2024-02-01,2025-11-01,21.0,Oregon,1,0,1,0,S2,Domestic Investors,S2 - Domestic Investors,S1,0,0.11966685867363515,0.30099425163967025,-0.2947013151382384,1,0,0,1,9,37,0,43.8,-120.55,USA
C0053,Individual,Male,USA,Arizona,Personal Use,4,No,Agency,71.98083504449008,65+,4,1120539.44,280134.86,300.1860077066342,929.245,0.0,4,2024-04-01,2025-08-01,16.0,Arizona,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.20549023995346774,0.6098589745997007,-0.675478783605419,1,1,0,0,9,1,1,34.05,-111.09,USA
C0054,Corporate,Male,USA,Nevada,Investment,5,No,Website,58.874743326488705,55-64,6,2109277.6,351546.26666666666,315.86931081501643,1115.6333333333334,0.6666666666666666,4,2024-01-01,2025-10-01,21.0,Nevada,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S1,0,0.09296406823448324,0.30337459958169305,0.24197465675736174,0,0,0,2,9,25,1,38.8,-116.42,USA
C0055,Individual,Female,USA,California,Personal Use,5,Yes,Agency,52.56673511293634,45-54,4,1178979.21,294744.8025,309.2760373361762,989.8299999999999,0.0,4,2024-02-01,2025-12-01,22.0,California,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.23809739499177102,-0.716688786281625,-1.0367610215125367,1,1,1,0,9,8,0,36.78,-119.42,USA
C0056,Individual,Male,USA,Oregon,Investment,5,No,Agency,61.06502395619439,55-64,4,1579301.3599999999,394825.33999999997,299.9967738714426,1355.5975,0.25,4,2024-01-01,2025-10-01,21.0,Oregon,1,0,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.12985177948853094,0.30436533022592477,-0.7518579812948174,1,0,0,0,9,37,1,43.8,-120.55,USA
C0057,Individual,Male,USA,California,Personal Use,4,Yes,Agency,92.56399726214921,65+,5,2020519.52,404103.904,300.50658351907526,1344.1439999999998,0.2,4,2024-05-01,2025-10-01,17.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.23168333126240162,-0.706769765837948,-1.0408449112199496,1,1,1,0,9,8,1,36.78,-119.42,USA
C0058,Corporate,Female,USA,California,Investment,1,Yes,Website,56.662559890485966,55-64,5,1441406.17,288281.234,310.29079874620993,919.8399999999999,0.4,4,2024-08-01,2025-12-01,16.0,California,1,1,1,1,S2,Domestic Investors,S2 - Domestic Investors,S1,0,0.05939367695232284,-1.0071816451631954,-0.11025448448921293,0,0,1,2,9,8,0,36.78,-119.42,USA
C0059,Individual,Male,USA,California,Personal Use,2,No,Website,65.54140999315537,65+,4,1278854.25,319713.5625,283.8232393320658,1102.44,0.25,4,2024-05-01,2025-10-01,17.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.28953524569545047,0.6776585110657498,0.06121656027276301,1,1,0,2,9,8,1,36.78,-119.42,USA
C0060,Individual,Female,USA,California,Personal Use,5,No,Website,53.65092402464066,45-54,4,1355662.25,338915.5625,307.18982419806434,1119.4675,0.0,3,2024-03-01,2025-03-01,12.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2798699155556639,0.675132049104987,0.06422633319276405,1,1,0,2,9,8,0,36.78,-119.42,USA
C0061,Individual,Male,USA,Utah,Personal Use,5,No,Agency,58.639288158795345,55-64,4,1306907.58,326726.895,296.353773633854,1101.62,0.0,4,2024-11-01,2025-10-01,11.0,Utah,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.1984620357134053,0.6077666585819492,-0.6725659175818852,1,1,0,0,9,48,1,39.32,-111.09,USA
C0062,Individual,Male,USA,California,Personal Use,5,Yes,Client,51.76454483230664,45-54,5,1489333.49,297866.698,276.0988660647487,1059.8319999999999,0.0,4,2024-01-01,2025-07-01,18.0,California,1,1,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S1,0,0.20492766537463847,-0.7202229113461359,-0.5800748501354276,1,1,1,1,9,8,1,36.78,-119.42,USA
C0063,Individual,Female,USA,Arizona,Personal Use,4,No,Website,83.44147843942505,65+,5,1625480.88,325096.176,291.6406727352229,1112.538,0.0,5,2024-09-01,2025-06-01,9.0,Arizona,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2188889782616246,0.6300378278699028,0.33703768825527647,1,1,0,2,9,1,0,34.05,-111.09,USA
C0064,Individual,Male,UK,Northern Ireland,Investment,4,No,Agency,51.88774811772758,45-54,4,1448881.28,362220.32,322.47075587906164,1095.85,0.0,4,2024-02-01,2024-11-01,9.0,International,0,0,1,0,S3,International Buyers,S3 - International Buyers,S3,1,0.08849805400056494,0.16313015915247736,0.2268886623536827,1,0,0,0,8,31,1,54.79,-6.49,GBR
C0065,Individual,Male,USA,California,Personal Use,1,No,Agency,53.765913757700204,45-54,4,1557125.73,389281.4325,309.23446412471526,1261.5275,0.25,4,2025-03-01,2025-06-01,3.0,California,1,0,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.24451548539052786,0.6583484038564127,-0.9520324463879462,1,1,0,0,9,8,1,36.78,-119.42,USA
C0066,Individual,Female,USA,California,Investment,3,No,Client,51.017111567419576,45-54,4,1107164.17,276791.0425,301.943428392913,932.7550000000001,0.25,4,2024-04-01,2025-12-01,20.0,California,1,0,1,0,S2,Domestic Investors,S2 - Domestic Investors,S1,0,0.13398051906262354,0.3683241387953656,-0.5664390208412986,1,0,0,1,9,8,0,36.78,-119.42,USA
C0067,Individual,Male,USA,California,Personal Use,2,No,Website,48.558521560574945,45-54,5,1431941.84,286388.368,326.17452103134707,851.818,0.2,4,2024-04-01,2025-10-01,18.0,California,1,1,0,0,S1,Domestic Cash Home Buyers,S1 - Domestic Cash Home Buyers,S1,1,0.2841361874313529,0.6739406587543293,0.06134771512163828,1,1,0,2,9,8,1,36.78,-119.42,USA
C0068,Individual,Female,USA,Colorado,Personal Use,5,Yes,Agency,59.84394250513347,55-64,4,1572779.33,393194.8325,276.6905992190839,1450.2925,0.25,4,2024-05-01,2025-10-01,17.0,Colorado,1,0,0,1,S4,Domestic Financed Home Buyers,S4 - Domestic Financed Home Buyers,S4,1,0.20169017956388544,-0.7744733183689091,-0.7775067032407723,1,1,1,0,9,11,0,39.55,-105.78,USA
C0069,Individual,Male,USA,California,Investment,4,No,Website,55.75085557837098,55-64,5,1439142.47,287828.494,297.7396515670927,957.588,0.0,5,2024-02-01,2025-12-01,22.0,California,1,1,1,0,S2,Domestic Investors,S2 - Domestic Investors,S2,1,0.1618848490962811,0.3909119116974438,-0.009958346059760204,1,0,0,2,9,8,1,36.78,-119.42,USA
